category,employee,runtimeMinutes,ProductionCompanies
composer,Theodore Shapiro,114,"New Line Cinema, Ingenious Media, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Big Screen Productions, Red Hour Films, TSG Entertainment, Down Productions"
composer,Theodore Shapiro,90,"Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment"
composer,Theodore Shapiro,114,"Paramount Pictures, DreamWorks SKG, Spyglass Entertainment, Everyman Pictures, Reliance BIG Entertainment, Parkes/MacDonald Productions"
composer,Theodore Shapiro,93,DreamWorks
actor,Timm Sharp,88,Sony Pictures
writer,Timm Sharp,90,"Trent Othick Productions, Insomnia Entertainment, Rice/Walters Productions"
writer,Jessica Sharzer,89,Showtime Networks
actress,Fiona Shaw,124,"Columbia Pictures Corporation, Relativity Media"
production_designer,Jessica Shaw,81,Zero Sum Productions
actress,Alia Shawkat,80,"Plum Pictures, SHRINK Media Inc., Basra Entertainment"
actor,Al Shearer,94,"Universal Pictures, Marc Platt Productions, NuAmerica Entertainment"
composer,Edward Shearmur,84,Konrad Pictures
composer,Edward Shearmur,90,"The Weinstein Company, L.I.F.T. Production, Holly Wiersma Productions"
composer,Edward Shearmur,106,"Columbia Pictures, Wonderland Sound and Vision, Tall Trees Productions, Flower Films (II)"
actor,Michael Sheen,116,"Paramount Pictures, Donners' Company, Mutual Film Company, Cobalt Media Group, Artists Production Group (APG)"
director,Chuck Sheetz,82,"Walt Disney Television Animation, Disney Toon Studio"
writer,David Sheffield,90,Paramount Pictures
actor,Jeremy Sheffield,90,"26 Films, Gold Circle Films, Visionview Production"
actress,Adrienne Shelly,108,Night and Day Pictures
writer,Adrienne Shelly,108,Night and Day Pictures
actor,Parry Shen,96,"Ascension Pictures, Red Cam Studios, Middle Link"
actor,Parry Shen,88,"Revolution Studios, Frontier Pictures, Bedlam Pictures"
actor,Ben Shenkman,95,"DreamWorks SKG, UIP, MacDonald/Parkes Productions"
actor,Ben Shenkman,59,"Avenue Pictures Productions, Panorama Films, HBO Films"
actress,Suzanne Shepherd,89,"Fine Line Features, Killer Films, John Wells Productions, This Is That Productions"
producer,Stacey Sher,129,"Paramount Pictures, Double Feature Films, Intermedia Films, Kernos Filmproduktionsgesellschaft & Company"
producer,William Sherak,96,Blue Star Pictures
actor,Dave Sheridan,98,"Revolution Studios, Wayans Bros. Entertainment"
production_designer,Richard Sherman,118,"DreamWorks SKG, Neal Street Productions, DreamWorks Pictures, Province of British Columbia Production Services Tax Credit"
actress,Wen Yann Shih,118,"Twentieth Century Fox Film Corporation, Conundrum Entertainment"
casting_director,Susan Shopmaker,101,"Fortissimo Films, Process Productions, Q Television"
actor,Hristo Shopov,127,"Icon Productions, Twentieth Century Fox Film Corporation"
writer,Michael Showalter,97,Eureka Pictures
actor,Michael Showalter,97,Eureka Pictures
editor,Terilyn A. Shropshire,114,"Fox Searchlight Pictures, Donners' Company, Dune Entertainment III, Overbrook Entertainment"
actor,Andrew Shue,95,"Elevation Filmworks, Ursa Major Films LLC"
producer,Lauren Shuler Donner,107,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Seed Productions, Bad Hat Harry Productions, Big Screen Productions, Marvel Enterprises"
actor,M. Night Shyamalan,106,"Kennedy/Marshall Company, The, Touchstone Pictures, Blinding Edge Pictures"
director,M. Night Shyamalan,106,"Kennedy/Marshall Company, The, Touchstone Pictures, Blinding Edge Pictures"
actress,Drew Sidora,104,"Summit Entertainment, Offspring Entertainment, Touchstone Pictures, Eketahuna LLC"
actress,Drew Sidora,88,"ContentFilm, Visionbox Pictures, White Orchid Films, Fearon Entertainment, Bloodline Films"
actor,Gregory Siff,81,19 Entertainment
actress,Mandy Siegfried,98,"Yari Film Group, Stratus Film Co."
actor,Chris Sigurdson,98,"Lions Gate Films, City Lights Pictures"
actress,Allison Siko,89,Showtime Networks
editor,Tim Silano,117,Morgan Creek Productions
producer,Brad Silberling,117,"Punch Productions, Touchstone Pictures, Hyde Park Entertainment, Reveal Entertainment, Gran Via"
director,Brad Silberling,117,"Punch Productions, Touchstone Pictures, Hyde Park Entertainment, Reveal Entertainment, Gran Via"
cinematographer,Peter Sillen,76,"Film Science, Washington Square Films, Van Hoy/Knudsen Productions"
actor,Douglas Sills,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
writer,Amanda Silver,124,"Universal Studios, Amblin Entertainment, Legendary Pictures, Fuji Television Network, Dentsu"
producer,Casey Silver,115,"Casey Silver Productions, Beacon Communications, Touchstone Pictures, Beacon Pictures, Fantail Films Inc."
producer,Casey Silver,121,"City Light Films, Revolution Studios, Casey Silver Productions"
producer,Jeffrey Silver,117,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films"
producer,Jeffrey Silver,92,"Walt Disney Pictures, Boxing Cat Films, Outlaw Productions (I), Santa Frost Productions"
producer,Jeffrey Silver,104,"Walt Disney Pictures, Outlaw Productions, Boxing Cat Films"
actor,Robert Silver,121,"City Light Films, Revolution Studios, Casey Silver Productions"
actor,Ron Silver,157,Columbia Pictures Corporation
actress,Sarah Silverman,100,Dimension Films
writer,Ed Silverstein,85,Magic Hour Pictures
actor,Anthony Simcoe,96,Walden Media
casting_director,Margery Simkin,109,"Revolution Studios, Tollin/Robbins Productions"
casting_director,Margery Simkin,91,"Revolution Studios, Jinks/Cohen Company, Visual Arts Entertainment"
casting_director,Margery Simkin,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actor,J.K. Simmons,121,"Columbia Pictures, Marvel Enterprises"
actor,J.K. Simmons,116,The Weinstein Company
actor,J.K. Simmons,92,"Fox Searchlight Pictures, Room 9 Entertainment"
actor,J.K. Simmons,127,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises"
actor,J.K. Simmons,96,"Fox Searchlight Pictures, Mandate Pictures"
producer,Joel Simon,84,"Lions Gate Films, WWE Studios"
producer,Robert Simonds,86,"Robert Simonds Productions, Touchstone Pictures"
producer,Robert Simonds,91,"Columbia Pictures, Happy Madison Productions"
producer,Robert Simonds,98,"Twentieth Century Fox Film Corporation, Robert Simonds Productions"
actress,Anna Simpson,96,Red Envelope Entertainment
editor,Claire Simpson,85,"Rogue Pictures, Intrepid Pictures, Biscayne Pictures, Raygun Productions, Rosey Film Productions LLC"
cinematographer,Geoffrey Simpson,112,Paramount Pictures
actor,Jimmi Simpson,101,"Walt Disney Pictures, Robert Simonds Productions"
actor,Jimmi Simpson,91,"Destination Films, Andrea Sperling Productions, Screen Gems, Anonymous Content"
actor,Jimmi Simpson,85,"Spyglass Entertainment, Hollywood Pictures, Endgame Entertainment, Wonderland Sound and Vision"
composer,Michael Simpson,90,"Village Roadshow Pictures, NPV Entertainment, Columbia Pictures Corporation"
actress,Taylor Simpson,111,"Lions Gate Films, Lee Daniels Entertainment"
producer,Tina Sinatra,129,"Paramount Pictures, Scott Rudin Productions, Clinica Estetico"
actress,Jean Sincere,115,"Walt Disney Pictures, Pixar Animation Studios"
casting_director,Winsome Sinclair,116,Paramount Classics
producer,Joseph Singer,87,"Twentieth Century Fox Film Corporation, Joseph M. Singer Entertainment, Davis Entertainment"
actor,Isaac C. Singleton Jr.,83,"Dream Entertainment, Bleiberg Entertainment, High Spirit Inc."
producer,Joan Singleton,106,Twentieth Century Fox Film Corporation
writer,Joan Singleton,106,Twentieth Century Fox Film Corporation
writer,Erik Skjoldbjærg,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions"
actor,Randy Sklar,98,"Vision Films, Writers Studio, The, Supernova LLC"
casting_director,Mary Jo Slater,131,DreamWorks SKG
actor,John Slattery,135,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros."
actor,John Slattery,86,"Miramax Films, Lions Gate Films, Artisan Entertainment, Lawrence Bender Productions, Havana Nights LLC"
actor,Bobby Slayton,123,"Cheyenne Enterprises, Epsilon Motion Pictures, Empire Pictures, Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Baltimore Spring Creek Productions, Lotus Pictures"
editor,Deirdre Slevin,112,Paramount Pictures
writer,Michael Sloan,132,"Columbia Pictures, Village Roadshow Pictures, Escape Artists, Mace Neufeld Productions, LStar Capital, Lonetree Entertainment"
actress,Tina Sloan,98,Paramount Pictures
actor,Tucker Smallwood,87,"Columbia Pictures, Revolution Studios, Hard Eight Pictures, Wonder works studios entertainment group"
actor,Rickey Smiley,85,New Line Cinema
actor,Arjay Smith,124,"Lions Gate Films, Twentieth Century Fox Film Corporation, Centropolis Entertainment, Mark Gordon Productions, Mel's Cite du Cinema"
actress,Christie Lynn Smith,101,"Penn Station Entertainment, Participant Media, Imagenation Abu Dhabi FZ, Overture Films"
actor,Daniel E. Smith,116,"New Line Cinema, Burg/Koules Productions, Evolution Entertainment"
actor,Dylan Smith,96,"Fox Searchlight Pictures, Catch 23 Entertainment"
actor,Gregory Smith,94,Morgan Creek Productions
actress,Harley Quinn Smith,104,"Dimension Films, View Askew Productions, Miramax"
producer,Iain Smith,97,"Regency Enterprises, Warner Bros., Muse Entertainment Enterprises, Protozoa Pictures, New Regency Pictures"
actor,Jacob Smith,98,"Twentieth Century Fox Film Corporation, Robert Simonds Productions"
actress,Kim Smith,104,"Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Frantic Films, Maple Shade Films, Catwoman Films"
writer,Kirsten Smith,96,"Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)"
actress,Lauren Lee Smith,104,"Lakeshore Entertainment, Mel's Cite du Cinema"
writer,Mark Brian Smith,82,"Ether Films, Ronnoco Productions, black & white pictures, tony montana films"
cinematographer,Mark Brian Smith,82,"Ether Films, Ronnoco Productions, black & white pictures, tony montana films"
actress,Mary Jo Smith,92,"Fox Searchlight Pictures, Room 9 Entertainment"
actress,Miriama Smith,113,3Mark Entertainment
editor,Nicholas C. Smith,93,"Twentieth Century Fox Film Corporation, 1492 Pictures, Twitching Image Studio"
editor,Paul Martin Smith,106,"Twentieth Century Fox Film Corporation, Davis Entertainment"
actress,Shawnee Smith,103,"Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc."
actress,Yeardley Smith,87,"Gracie Films, Twentieth Century Fox Film Corporation"
actress,J. Smith-Cameron,150,"Fox Searchlight Pictures, Scott Rudin Productions, Mirage Enterprises, Gilbert Films"
actor,Bill Smitrovich,119,"FilmEngine, Infinitum Nihil, GK Films"
actor,Bill Smitrovich,126,"Paramount Pictures, Marvel Studios"
actress,Jurnee Smollett,126,"The Weinstein Company, Harpo Films, Marshall Production"
actress,Victoria Smurfit,104,Metro-Goldwyn-Mayer (MGM)
actor,Carl Snell,95,"Paramount Pictures, De Line Pictures"
actress,Carrie Snodgress,90,"Screen Gems, Sony Pictures Entertainment, Egmont Film, Columbia TriStar Home Entertainment"
writer,Zack Snyder,141,"Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, TENCENT PICTURES, Wanda Pictures"
producer,Zack Snyder,141,"Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, TENCENT PICTURES, Wanda Pictures"
editor,Joan Sobel,96,Destination Films
actor,Peter Sohn,111,"Walt Disney Pictures, Pixar Animation Studios"
producer,Joel Soisson,90,Dimension Films
writer,Joel Soisson,82,"Neo Art & Logic, Dimension Films"
actor,Bruce Solomon,105,"Sony Pictures Classics, Propaganda Films, Good Machine"
editor,Ken Solomon,86,Sony Pictures Animation
actor,Ian Somerhalder,125,New Line Cinema
actor,Ian Somerhalder,90,Dimension Films
actress,Phyllis Somerville,137,"New Line Cinema, Standard Film Company, Bona Fide Productions"
writer,Stephen Sommers,130,"Universal Pictures, Alphaville Films, Imhotep Productions"
director,Stephen Sommers,130,"Universal Pictures, Alphaville Films, Imhotep Productions"
actress,Brenda Song,99,"Twentieth Century Fox Film Corporation, Josephson Entertainment, NBA Entertainment, Heller Highwater Productions, Like Mike Productions"
producer,Mireille Soria,86,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
writer,Aaron Sorkin,102,"Universal Pictures, Participant Productions, Playtone Production"
actress,Shannyn Sossamon,132,"Columbia Pictures Corporation, Escape Artists, Black and Blu Entertainment, Finestkind"
actress,Shannyn Sossamon,97,"Lakeshore Entertainment, Intermedia Films, Cinerenta Medienbeteiligungs KG"
actress,Shannyn Sossamon,103,"Silver Pictures, Warner Bros."
actor,Paul Soter,100,"Fox Searchlight Pictures, Broken Lizard Industries"
cinematographer,Peter Sova,114,"Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM), Mel's Cite du Cinema"
actor,Scott Sowers,103,Trust the Man LLC
actor,Douglas Spain,103,Chapman/Leonard Studio Equipment
casting_director,Jamie Sparer Roberts,100,"Walt Disney Pictures, Walt Disney Animation Studios"
actress,Hannah Spearritt,100,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment"
actress,Abigail Spencer,119,"Imagine Entertainment, DreamWorks SKG, Universal Pictures, platinum studios, Reliance Entertainment, Relativity Media, K/O Paper Products, Fairview Entertainment, K/O Camera Toys"
actor,Jesse Spencer,92,"GreeneStreet Films, Metro-Goldwyn-Mayer (MGM)"
actress,Octavia Spencer,95,DreamWorks SKG
composer,Sam Spiegel,85,"Paramount Pictures, MTV Films, Dickhouse Productions, Lynch Siderow Productions"
actor,Stephen Spinella,98,"Universal Pictures, Spyglass Entertainment, Epsilon Motion Pictures, CCLA Productions"
actress,Jordana Spiro,78,"The Weinstein Company, Pin Hole Productions LLC"
actor,Gregory Sporleder,88,"Shangri-La Entertainment, Material, Taormina Productions"
actress,June Squibb,125,"New Line Cinema, Avery Pix"
editor,Tim Squyres,128,"Section Eight, Warner Bros., Participant Media, FilmWorks, 4M, MID Foundation"
actress,Soledad St. Hilaire,99,"Touchstone Pictures, Ufland"
actress,Jasmin St. Claire,90,KillerWolf Films
actor,Marco St. John,109,Newmarket Films
actress,Michelle St. John,103,FallsApart Productions
producer,Steven Stabler,85,New Line Cinema
cinematographer,Terry Stacey,126,"Wendy Finerman Productions, Alcon Entertainment, Grosvenor Park Productions"
actor,Timothy Stack,85,New Line Cinema
actor,Timothy Stack,84,"Dimension Films, Brad Grey Pictures"
actress,Jewel Staite,119,"Universal Pictures, Barry Mendel Productions"
actor,Josh Stamberg,96,"DreamWorks SKG, Warner Bros."
actor,Aaron Stanford,78,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions"
actor,Aaron Stanford,80,Filbert Steps Productions
actor,Aaron Stanford,90,"Trent Othick Productions, Insomnia Entertainment, Rice/Walters Productions"
actor,Robert Stanton,101,"Miramax Films, Intermedia Films, Mirage Enterprises"
cinematographer,Oliver Stapleton,116,"Miramax Films, The Mark Gordon Company, Yari Film Group, Bob Yari Productions"
producer,Steve Starkey,115,"Paramount Pictures, Shangri-La Entertainment, ImageMovers, Paramount Animation"
actor,Beau Starr,107,Serendipity Point Films
actor,Beau Starr,84,New Line Cinema
actor,Fredro Starr,112,"MTV Films, Cort/Madden Productions"
actor,Mike Starr,90,"Capitol Films, Equity Pictures Medienfonds GmbH & Co. KG"
actress,Kim Staunton,98,Paramount Pictures
actor,Rick Stear,90,"TLA Releasing, Microangelo Entertainment"
production_designer,Craig Stearns,85,"New Line Cinema, Picturehouse Entertainment, Macari/Edelstein"
cinematographer,Eric Steelberg,96,"Fox Searchlight Pictures, Mandate Pictures"
writer,Allan Steele,107,Thinkfilm
actor,Brian Steele,106,"Lakeshore Entertainment, Screen Gems"
actor,Brian Steele,122,"Columbia Pictures, Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions, Starlite Films"
production_designer,Jon Gary Steele,85,"Screen Gems, Hal Lieberman Company"
production_designer,Jon Gary Steele,84,Konrad Pictures
production_designer,Jon Gary Steele,106,Original Film
director,Burr Steers,98,United Artists
actor,Saul Stein,79,Plunge Pictures LLC
producer,Christina Steinberg,91,"Pacific Data Images (PDI), DreamWorks Animation, Columbus 81 Productions"
writer,David H. Steinberg,108,"Universal Pictures, Liveplanet, Zide-Perry Productions"
writer,Peter Steinfeld,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)"
writer,Peter Steinfeld,123,"Columbia Pictures, Relativity Media"
editor,William Steinkamp,114,"Warner Bros., CJ Entertainment, Southpaw Entertainment"
cinematographer,Raymond Stella,95,Lions Gate Films
writer,J. David Stem,103,"Columbia Pictures, Sony Pictures Animation, Kerner Entertainment Company"
writer,J. David Stem,93,"Revolution Studios, TriStar Pictures"
writer,J. David Stem,93,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
writer,J. David Stem,94,"Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures"
producer,Mike Stenson,116,"Jerry Bruckheimer Films, Touchstone Pictures, Stillking Films"
actor,Darryl Stephens,92,"TLA Releasing, Luna Filmproduktion"
